Stock,총자산증가율 (2018),매출액증가율 (2018),총자본영업이익율 (2018),매출액영업이익율 (2018),자기자본비율 (2018),유보액/납입자본비율 (2018),총자본회전율 (2018),영업활동으로인한현금흐름 (2018),총자산증가율 (2019),매출액증가율 (2019),총자본영업이익율 (2019),매출액영업이익율 (2019),자기자본비율 (2019),유보액/납입자본비율 (2019),총자본회전율 (2019),영업활동으로인한현금흐름 (2019),총자산증가율 (2020),매출액증가율 (2020),총자본영업이익율 (2020),매출액영업이익율 (2020),자기자본비율 (2020),유보액/납입자본비율 (2020),총자본회전율 (2020),영업활동으로인한현금흐름 (2020),총자산증가율 (2021),매출액증가율 (2021),총자본영업이익율 (2021),매출액영업이익율 (2021),자기자본비율 (2021),유보액/납입자본비율 (2021),총자본회전율 (2021),영업활동으로인한현금흐름 (2021),2018_관리종목여부,2019_관리종목여부,2020_관리종목여부,2021_관리종목여부,2018_Z,2019_Z,2020_Z,2021_Z,2018_부실기업판별_알Z,2019_부실기업판별_알Z,2020_부실기업판별_알Z,2021_부실기업판별_알Z,2018_부도확률_o,2019_부도확률_o,2020_부도확률_o,2021_부도확률_o,2018_F_score,2019_F_score,2020_F_score,2021_F_score,2018_K,2019_K,2020_K,2021_K,2018_부실여부판단_K,2019_부실여부판단_K,2020_부실여부판단_K,2021_부실여부판단_K,성장성2018,성장성2019,성장성2020,성장성2021,수익성2018,수익성2019,수익성2020,수익성2021,안정성2018,안정성2019,안정성2020,안정성2021,활동성2018,현금흐름2018,활동성2019,현금흐름2019,활동성2020,현금흐름2020,활동성2021,현금흐름2021,업종,자본잠식,벌금,불성실공시,소송,영업정지,특허,투자주의환기종목
096530,-1.61,16.42,7.46,13.6,83.26,949.15,0.55,14818483000.0,19.3,15.75,13.21,22.63,83.83,1143.03,0.58,24843361000.0,486.73,999.85,112.17,65.28,62.47,5046.82,1.72,304896318000.0,30.99,7.49,46.91,50.13,73.93,3996.88,0.94,323716945000.0,0,0,0,0,19.35172259660006,14.78701946879656,12.734970228738455,10.053479496687048,0,0,0,0,2.850202582051591e-05,3.0475084609314997e-06,1.0266864305336784e-06,2.769961319052666e-06,2,1,1,1,23.50653853413136,25.36878244043022,33.57725873348176,34.6048786994886,2,2,2,2,1,3,4,3,3,4,4,4,3,3,3,3,2,4,2,4,4,4,4,4,2,0,0,0,0,0,0,0
068760,-4.16,7.67,0.8,2.62,59.51,1478.34,0.3,13517468000.0,4.73,23.81,3.41,9.08,59.46,1550.17,0.38,28417935000.0,16.37,35.26,4.64,10.12,54.84,1591.67,0.46,36246251000.0,16.39,70.72,8.06,11.99,52.04,1757.91,0.67,93151164000.0,0,0,0,0,9.154697630033002,5.698131632595875,9.801845505033386,11.813809749752382,0,0,0,0,0.0005709278384984,0.0001553478668503,0.0002568859337317,0.0002595803833184,1,1,1,2,17.304354069573364,19.964146136574517,21.250255484508155,23.250542605578797,2,2,2,2,1,3,3,3,2,3,3,3,2,2,2,2,1,4,1,4,2,4,3,4,2,0,0,0,0,0,0,0
126640,-3.64,5.74,1.44,0.72,73.71,2063.32,2.0,8774802000.0,28.93,9.05,3.36,1.73,60.08,2170.81,1.94,10941500000.0,9.3,6.95,4.7,2.67,58.45,2311.3,1.76,15866745000.0,4.9,3.09,3.63,2.14,63.55,2642.48,1.7,3404674000.0,0,0,0,0,3.916447704646561,3.356181910472726,2.981561016098989,3.3321639822605826,0,0,1,0,0.0001945953389038,0.0002238413815791,0.0003629907478325,0.0002767844657274,1,1,1,1,29.25324965675972,28.13360793313519,27.98695146654712,28.19167909479968,2,2,2,2,1,3,3,2,2,2,2,2,3,3,3,3,4,3,4,4,4,4,4,3,2,0,0,0,0,0,1,0
123410,-2.69,16.99,1.81,2.06,46.26,3127.6,0.88,17749867000.0,8.34,13.89,1.53,1.58,43.0,3150.65,0.97,2281860000.0,14.81,2.84,0.41,0.45,38.1,3206.69,0.9,6783891000.0,4.82,29.53,5.15,4.86,41.25,3652.67,1.06,10701900000.0,0,0,0,0,1.913066217197128,1.922541139176031,1.7036094196108738,2.212499663181456,1,1,2,1,0.0011028990153176,0.0009042452722693,0.0016130725230567,0.0005659202398296,2,1,1,1,25.081786119487607,25.1557308548346,24.62704578024916,25.801466856850155,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,3,4,4,2,3,3,4,3,2,0,0,0,0,0,0,0
123040,2.42,20.84,-0.15,-0.24,42.91,1199.39,0.6,48749966000.0,17.63,11.58,0.36,0.59,41.79,1097.84,0.61,26554060000.0,-19.06,-16.18,-1.13,-2.16,34.97,690.23,0.52,-10375538000.0,17.01,-21.26,-0.92,-2.17,27.05,469.87,0.43,-1585297000.0,0,0,0,0,0.7972277958132252,0.786477083319182,0.5959118324603222,0.4778684872922676,2,2,2,2,0.0009006537611163,0.0016414194462929,0.0159209838906016,0.0062870198555625,1,1,0,0,23.686984526831758,23.701856605994102,20.88853843237732,18.069950416748103,2,2,2,2,2,3,1,2,1,2,1,1,2,2,1,1,2,4,2,4,2,1,2,2,2,0,0,0,0,0,0,0
067920,13.06,7.03,5.43,4.46,86.39,887.93,1.22,2600948000.0,5.86,16.91,3.07,2.35,81.78,903.93,1.3,8998980000.0,2.72,8.39,8.13,5.99,82.56,972.71,1.36,3617644000.0,38.92,11.22,7.62,6.12,74.73,1102.84,1.25,12314649000.0,0,0,0,0,6.611543341496835,5.365635942870404,5.7342146559674765,4.329381002294156,0,0,0,0,4.07873598904202e-06,5.79876077863931e-05,1.672685825787874e-05,9.415478319761111e-05,1,1,1,1,25.24450384660229,25.406632962966786,26.38948114702028,25.81212656648609,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,4,2,4,3,4,2,4,4,1,0,0,0,0,0,0,0
119610,21.19,-2.52,12.96,22.17,83.19,2149.48,0.58,8933695000.0,24.28,17.53,13.98,25.01,72.81,2345.66,0.56,24205472000.0,6.47,-4.43,8.85,18.95,69.87,2409.35,0.47,18586173000.0,18.97,32.43,13.63,24.9,76.71,2797.59,0.55,16482459000.0,0,0,0,0,11.494330154333815,5.702515257609377,4.729270846892654,5.84115295247004,0,0,0,0,1.7510732688302685e-05,4.725432850995224e-05,0.0001256129879986,2.718479417210159e-05,1,1,1,1,30.21243818681657,29.380869386384564,28.87566631323129,29.072250401022583,2,2,2,2,3,3,2,3,4,4,4,4,4,3,3,3,2,4,2,4,2,4,2,4,2,0,0,0,0,0,0,0
106190,11.67,0.51,1.65,3.14,77.71,2815.78,0.53,5378608000.0,-0.96,-5.0,-3.42,-7.17,74.84,2681.41,0.48,2483897000.0,-2.49,18.07,-2.56,-4.46,74.07,2584.35,0.57,-7690891000.0,-4.29,-1.58,-0.33,-0.56,76.37,2548.83,0.58,6927781000.0,0,0,0,0,3.366713613473163,2.8999385426426674,2.7922300914520592,3.9970931598743684,0,1,1,0,0.0001495640682675,0.0003924305532086,0.0001970891084451,0.0001651508864931,1,1,1,1,27.426942093353496,26.6120738189772,26.889702371019084,27.10537002212759,2,2,2,2,3,2,3,1,2,1,1,1,3,3,3,3,2,3,2,2,2,1,2,3,2,0,0,0,0,0,0,0
108320,11.66,14.3,9.68,7.03,73.43,5383.39,1.38,27514347000.0,3.63,9.51,7.57,5.4,74.87,5693.76,1.4,20167444000.0,19.17,33.99,13.59,8.07,70.81,6429.86,1.68,81979973000.0,55.96,63.43,38.41,19.41,68.15,9701.47,1.98,419948902000.0,0,0,0,0,5.722535979148468,5.625663478494262,5.484032571401081,7.482483442579846,0,0,0,0,2.3936988612600267e-05,3.2448888477737046e-05,2.120889834009289e-05,4.42413644825913e-06,1,1,2,2,33.01095536628694,33.41485598312849,33.88221257179914,35.19808644759818,2,2,2,2,3,2,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0
079970,-0.15,8.83,-5.06,-13.56,61.01,375.32,0.37,-2030847000.0,-10.04,6.99,-5.03,-11.97,62.8,303.43,0.42,5100318000.0,-22.78,-10.15,3.48,7.74,71.49,157.09,0.45,4702102000.0,18.31,-7.56,-4.13,-9.45,43.9,73.64,0.44,-3448828000.0,0,0,0,0,2.9094071389126683,1.327128850639966,1.3353975777369236,-0.1169513062673676,1,2,2,2,0.0058426616312239,0.0015562026379637,0.0073454373946054,0.0091291244854883,0,1,1,0,11.199387501858071,8.323710264203614,0.2700764634788728,-2.163089410146718,2,2,1,0,2,2,1,2,1,1,3,1,2,1,2,1,1,1,2,3,2,3,2,1,1,0,0,1,1,0,1,0
071200,2.36,-7.66,1.95,4.57,90.99,530.3,0.43,6814666000.0,12.36,10.21,6.29,14.39,88.74,590.57,0.44,11726618000.0,12.71,-5.6,10.46,28.53,86.59,659.42,0.37,13622655000.0,17.42,11.64,4.7,13.23,87.31,798.89,0.36,13851457000.0,0,0,0,0,16.648888127772228,10.312440011166963,8.797816261140712,9.007550256982578,0,0,0,0,5.93893582869752e-06,1.0381254287558886e-05,1.295583344044995e-05,3.231545632354847e-06,1,1,1,1,23.924759731023784,24.573135452527502,24.64411442408565,25.729524982955088,2,2,2,2,2,3,2,2,2,3,4,3,3,3,3,3,2,3,2,4,2,3,1,4,1,0,0,0,0,0,0,0
100030,0.96,-11.15,-0.26,-1.54,95.86,2142.22,0.17,760823000.0,-18.83,-2.16,-0.24,-1.34,95.84,1779.85,0.18,1226786000.0,55.3,-14.43,-1.16,-8.51,66.27,1925.42,0.14,444605000.0,23.36,19.69,0.96,8.01,70.64,2452.97,0.12,2298478000.0,0,0,0,0,16.748288545567608,41.27159697488129,3.2264915731829875,3.6905521404791184,0,0,0,0,2.5425992200452564e-05,0.7717266337864406,0.0002564474736729,7.773274405069074e-05,1,1,0,1,25.10859835637916,24.21273740200326,20.740203163926815,21.71847712478501,2,2,2,2,2,1,2,3,1,1,1,2,4,4,3,3,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0
122690,9.23,8.08,-3.97,-6.94,35.65,783.6,0.57,-209133000.0,-5.9,4.68,-3.28,-5.56,30.27,617.34,0.59,-1213614000.0,-3.79,-2.52,-0.25,-0.42,25.16,484.86,0.61,10886123000.0,-6.88,11.02,1.86,2.62,30.02,543.48,0.71,4665967000.0,0,0,0,1,0.6729184263827557,0.33846524173128145,0.24611427714148465,0.7513807674825599,2,2,2,2,0.003009034203797,0.0119282764694141,0.0135680699646788,0.0031772918465083,0,1,1,1,21.396549665071294,20.31989328196861,19.38638980588952,20.259827885162693,2,2,2,2,3,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,3,3,3,3,2,0,0,0,0,0,0,0
900100,20.21,-30.13,-1.14,-3.78,71.02,22636.11,0.3,5489218000.0,33.52,-19.35,0.93,4.85,9.04,3152.84,0.19,-1796169000.0,-52.43,38.94,1.24,3.95,35.32,5071.93,0.31,6889409000.0,4.34,59.15,5.11,6.72,74.27,8247.13,0.76,7217208000.0,0,0,1,1,5.569944205131646,-1.0034378676077427,-1.7981657646833225,1.325832961775774,0,2,2,2,0.0002524051095455,0.0217277667183058,0.0025056258541566,0.0001705334758619,1,0,1,2,6.07264818097536,-3.1128117596518927,-22.33628759045242,-20.22225279565014,2,0,0,0,3,2,2,3,1,2,2,3,3,2,2,3,1,3,1,1,1,3,3,3,5,0,0,1,0,0,0,1
115500,9.22,13.66,10.62,9.5,62.4,223.84,1.12,6536360000.0,14.09,18.63,10.3,8.69,58.25,244.88,1.19,923768000.0,-11.88,-22.79,7.36,8.06,67.04,249.79,0.91,2974240000.0,5.17,29.63,12.97,10.53,62.51,242.98,1.23,1422420000.0,0,0,0,0,5.27004757926555,4.75921356174748,5.538106819641473,7.091489046114077,0,0,0,0,0.0002404519458657,0.0003620055576912,0.0002489378908557,0.0002824105752058,2,1,1,1,24.482266316429047,24.2403427682788,24.42332858578501,25.128181085530564,2,2,2,2,3,3,1,3,3,3,3,3,1,1,1,1,4,3,4,2,3,2,4,2,1,0,0,0,0,0,0,0
115450,62.7,202.83,1.29,2.51,75.84,558.43,0.51,724454000.0,34.07,34.47,-2.69,-5.64,55.78,535.8,0.48,404680000.0,-6.01,-27.08,-3.43,-10.95,84.53,739.13,0.31,-5484195000.0,48.22,1.58,-1.93,-7.31,70.45,790.92,0.26,-3517369000.0,0,0,0,0,20.055065826345732,6.1573315667699475,20.05290885678901,4.304573597871195,0,0,0,0,0.000153593141583,0.0019986709955768,0.0003301953855473,0.000437296857946,1,0,1,0,12.955283892767794,13.1192725869602,10.423467678244217,11.359490723729284,2,2,2,2,4,4,1,3,2,1,1,1,2,2,3,2,2,2,2,2,1,1,1,1,5,0,0,1,1,0,1,0
122350,20.02,-4.85,2.97,3.69,39.33,3943.91,0.81,23554209000.0,9.88,4.77,2.45,3.32,37.21,4096.59,0.74,30749230000.0,5.71,11.82,-0.73,-0.95,33.9,3799.61,0.77,48911797000.0,-2.08,40.78,-2.94,-2.77,34.41,3770.76,1.06,32890955000.0,0,0,0,0,1.2578971443337503,1.2241427874742687,1.0414327406761927,1.440817505177716,2,2,2,2,0.0017736950856484,0.0013532665870388,0.0035560744404831,0.0015186585265722,1,1,1,1,24.823933915613527,24.550851957888007,24.32601981070305,25.306790004811923,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,3,4,3,4,3,4,4,4,2,0,0,0,0,0,0,0
101330,14.99,-47.4,6.42,29.14,84.42,919.23,0.22,7820702000.0,28.63,-4.63,6.05,35.19,74.62,1056.03,0.17,27066708000.0,7.31,-43.72,3.54,42.67,77.3,1183.59,0.08,4369530000.0,5.33,76.25,5.3,38.55,80.81,1328.92,0.14,12848364000.0,0,0,0,0,4.580589284623702,2.9523221179638566,2.470165143974392,3.0951390435109802,0,1,1,0,2.3474897478446465e-05,5.517670914826436e-05,6.866013376352854e-05,4.151792875392714e-05,1,1,1,1,26.854316652340422,25.34356857130168,23.71432309204014,26.294710579345296,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,1,3,1,4,1,2,1,4,2,0,0,1,0,0,0,0
115440,20.05,-13.7,1.26,2.24,61.75,1578.95,0.56,-6863868000.0,9.15,65.2,3.11,3.83,76.52,1482.23,0.81,-5189187000.0,5.63,-28.93,-3.35,-6.21,59.88,1207.84,0.54,5989525000.0,-1.78,15.39,2.4,3.92,62.96,1250.65,0.61,-3267740000.0,0,0,0,0,2.739067120795247,3.781763919790709,2.8277866977517347,2.980466433088185,1,0,1,1,0.0003060436400238,9.177785685834093e-05,0.0010746156939802,0.0001606304934482,1,1,1,1,25.38325726863089,26.52830584779093,22.91609272098481,23.68059178390583,2,2,2,2,3,3,2,2,2,2,1,2,2,3,2,2,2,1,3,1,2,3,3,1,2,0,0,1,0,0,0,0
115570,-5.81,-7.23,-0.97,-1.81,55.75,2357.94,0.54,2029307000.0,-3.66,-6.51,0.74,1.41,47.51,1923.21,0.53,1514834000.0,-16.48,-21.01,-3.19,-6.91,46.5,1292.71,0.46,-670155000.0,-29.99,17.15,-12.28,-17.61,52.11,957.88,0.7,-3542656000.0,0,0,0,0,1.3859963751280706,1.202619499074663,0.8445553602033172,1.0018749855515172,2,2,2,2,0.0004211327011979,0.0034957391840027,0.0053301905347658,0.0044029381998804,1,1,0,1,24.08815618705386,22.510660155687813,20.08638026195518,19.40732408562049,2,2,2,2,1,1,1,2,1,2,1,1,3,2,2,2,2,2,2,2,2,1,3,1,2,0,0,0,0,0,0,0
050860,13.42,-0.96,3.49,3.57,91.14,1088.37,0.98,2381572000.0,11.29,2.11,2.14,2.41,80.92,1074.88,0.89,2065876000.0,11.92,9.91,4.01,4.57,72.46,1077.35,0.88,-16624992000.0,-8.05,-5.67,4.54,5.57,81.99,851.23,0.82,24659111000.0,0,0,0,0,6.146076935871791,3.936871968144697,3.1733076254998247,3.868464688474057,0,0,0,0,2.0225842021020963e-05,0.000126708059417,0.0001214514418885,2.9528262924340343e-05,1,1,1,1,29.407000613976496,28.11770354927122,27.3418550607662,28.21355680099996,2,2,2,2,3,2,3,1,2,2,3,3,3,3,3,3,3,2,3,2,3,1,3,4,2,0,0,0,0,0,1,0
114630,0.36,17.38,1.08,2.01,82.41,922.03,0.54,2156770000.0,-8.91,-4.47,0.74,1.39,92.39,942.99,0.53,-6407936000.0,7.69,15.73,4.59,7.36,93.0,1031.38,0.62,3630209000.0,41.17,36.01,3.12,4.59,65.98,1033.08,0.68,-1138062000.0,0,0,0,0,4.4031409230403415,7.289102136768646,7.298813027974572,2.8770045856323243,0,0,0,1,0.000198199830555,4.4553659011559175e-05,9.46746385459068e-06,0.0001965786045411,1,1,2,1,24.57623219323212,24.92004516686543,26.34250870979227,24.856960091998427,2,2,2,2,2,1,3,4,2,2,3,2,3,3,3,2,2,2,2,1,3,2,3,2,2,0,0,0,1,0,0,0
080530,84.34,12.34,-6.94,-30.24,41.44,443.8,0.23,-5337895000.0,-7.11,107.4,4.96,13.03,41.84,297.88,0.38,4011793000.0,-0.06,22.13,5.86,12.14,57.05,235.11,0.48,4981320000.0,-1.83,-9.29,1.6,3.62,60.26,200.5,0.44,2557034000.0,0,0,0,0,-0.36143734787407067,0.7678791745769239,1.0889548722293672,1.0351644565487175,2,2,2,2,0.0090733467468442,0.0023538998447211,0.0006728109513021,0.0018538201368708,0,1,1,1,7.941976318465512,8.64965288741337,9.440872722157856,7.690670324006376,2,2,2,2,4,2,3,1,1,3,3,2,1,1,1,1,1,1,1,3,2,3,2,2,2,1,0,0,1,0,0,1
104460,43.55,19.76,12.47,13.23,37.74,972.56,0.94,8115367000.0,18.2,52.76,19.22,17.17,44.35,1342.01,1.12,20512976000.0,-4.14,26.32,20.51,15.39,60.25,1740.66,1.33,12944541000.0,7.66,-52.3,3.52,5.63,59.82,1847.26,0.63,8587292000.0,0,0,0,0,2.131331890817721,3.064912852436196,4.416740959946701,4.847459789786892,1,0,0,0,0.0009972204335569,0.0004183965173917,0.0001331469239622,0.0004711100480046,1,2,1,1,24.051479271830207,26.18833133638843,29.184204155247237,26.693760748565687,2,2,2,2,4,3,2,1,4,4,4,3,2,2,3,2,3,3,4,4,4,3,3,3,2,0,0,0,1,0,0,0
112040,-25.65,-55.45,0.95,15.97,98.17,3287.55,0.06,-32980885000.0,-23.19,-12.06,0.31,4.45,97.7,2535.04,0.07,-2530765000.0,1.27,106.89,-4.16,-25.48,89.99,2368.5,0.16,2990975000.0,202.72,492.48,1.58,3.31,87.18,3405.73,0.48,32558639000.0,0,0,0,0,81.01284128515394,71.75626172916414,15.83407175517854,16.067327436559033,0,0,0,0,0.9999988182105763,0.999952026431294,0.0003680213243687,3.204149582613598e-09,1,1,1,1,20.59078580062129,18.309247349794905,18.779982639917325,29.369552215906737,2,2,2,2,1,1,3,4,3,2,1,2,4,4,4,4,1,1,1,1,1,2,2,4,1,0,0,0,1,0,0,0
108860,3.32,-12.69,-4.85,-21.39,61.09,286.3,0.23,-1895669000.0,-1.68,-15.86,-3.12,-16.49,61.38,281.63,0.19,601369000.0,-1.82,4.42,-3.94,-19.59,68.76,319.76,0.2,-3732455000.0,5.16,42.67,3.76,13.29,70.66,353.61,0.28,3063524000.0,0,1,0,0,2.318619845994057,1.8053612429242643,2.169266544139639,3.693324167835703,1,2,1,0,0.0009015024726623,0.0016506849655238,0.0002133353001378,0.0002021235131269,0,1,1,2,14.077484840868715,13.09595646906292,14.098648305263024,15.88059418181019,2,2,2,2,2,1,2,3,1,1,1,3,1,1,2,2,1,1,1,2,1,1,1,3,1,0,0,1,1,0,1,1
038620,-5.79,8.98,2.94,3.94,96.6,152.66,0.75,1240561000.0,-5.27,3.89,3.67,4.47,95.88,128.72,0.82,2110210000.0,14.54,-22.2,1.12,1.83,87.88,138.98,0.61,1518456000.0,73.99,21.15,1.2,2.37,88.92,146.58,0.51,1211292000.0,0,0,0,0,20.813579225489924,17.477417544110597,5.583244965815247,10.840105833543575,0,0,0,0,0.0005401099489246,0.000378140377011,2.6399501149838803e-05,0.0004170266883192,1,1,1,1,20.417616570058676,19.75924922565988,19.472269425077013,18.042126484789986,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,5,0,0,0,0,0,0,0
037350,14.29,28.77,7.27,5.48,52.07,2101.22,1.33,16565107000.0,10.43,23.4,6.24,4.28,29.72,1320.94,1.46,25222666000.0,-14.61,-31.65,-2.12,-2.08,57.47,2215.75,1.02,-28925087000.0,8.39,23.2,5.93,4.51,57.84,2460.63,1.31,27790146000.0,0,0,0,0,2.824878399309074,2.338456648560027,1.9648982109923765,2.770706107447192,1,1,1,1,0.0006582137640644,0.0090865946230891,5.108883535293799e-05,0.0003455812278131,1,1,0,2,29.694630881488983,26.311537018500182,29.34750407814052,30.42136509486597,2,2,2,2,3,3,1,2,3,2,1,2,3,2,3,3,4,4,4,4,4,1,4,4,3,0,0,0,1,1,0,0
089010,5.35,7.3,2.39,2.0,42.62,1254.51,1.19,154034000.0,10.06,4.74,2.31,1.99,40.09,1217.23,1.16,24091574000.0,16.35,20.34,3.03,2.46,37.26,1289.87,1.23,18030436000.0,16.75,29.87,11.8,8.6,37.84,1531.96,1.37,14056776000.0,0,0,0,0,1.9872933397029566,2.1506801031930043,2.3011140183955803,3.2728262259861642,1,1,1,0,0.0009079265820029,0.0021686278772426,0.0009689807073553,0.0007032258960514,1,1,1,1,24.04006072108439,23.757231762656783,23.931177715785505,25.101411933711145,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,4,2,4,4,4,4,4,4,2,0,0,0,0,0,0,0
043910,4.01,87.33,1.62,2.72,69.54,73.9,0.59,-1108351000.0,44.24,27.0,1.64,2.71,70.15,61.62,0.61,1212973000.0,6.32,-7.74,-7.57,-16.48,58.49,43.27,0.46,-5699089000.0,31.53,89.08,-6.92,-9.51,53.34,47.81,0.73,-1242029000.0,0,0,0,0,3.8227060457718216,2.627839961662459,1.7530677780411645,1.7377396444994677,0,1,2,2,0.0001843088293679,0.0005479876169356,0.0012131990953804,0.0030789808562851,1,1,0,0,12.48977393312884,14.21161104215857,12.39559087495985,13.555022325201296,2,2,2,2,2,4,2,4,2,2,1,1,2,2,1,1,2,1,2,2,2,1,3,2,6,0,0,0,0,0,1,0
035900,22.8,22.12,19.35,21.52,80.5,620.28,0.9,19992479000.0,24.54,22.38,24.13,27.13,78.72,759.04,0.89,44081550000.0,5.27,-10.1,20.19,28.75,85.02,867.43,0.7,21668261000.0,33.77,27.09,19.11,25.67,78.07,1072.79,0.74,50499308000.0,0,0,0,0,20.921553967035116,16.420710241414575,23.850840946442897,17.872504790342834,0,0,0,0,1.9572826069298386e-05,1.23747475410223e-05,1.2377473742421428e-05,1.372821689054916e-05,1,1,1,1,25.329861951455367,26.663949117939435,27.37530776110014,28.274334749213537,2,2,2,2,4,4,2,3,4,4,4,4,2,2,3,3,3,4,3,4,3,4,3,4,1,0,0,0,0,0,0,0
035620,90.88,-33.54,-7.33,-37.52,88.49,190.29,0.2,-16389382000.0,-4.59,-1.99,-4.94,-33.07,79.53,149.32,0.15,-12045551000.0,10.04,-29.83,-1.48,-14.49,81.36,168.6,0.1,4499326000.0,26.5,-27.32,0.8,12.84,81.59,228.78,0.06,-4527293000.0,0,0,0,0,5.491835009506906,2.71398504613731,3.3939426442137743,2.118465814269742,0,1,0,1,6.496511338615495e-10,0.0025861475010026,5.013433386270643e-05,0.000116185040444,1,0,1,1,14.052074885359431,9.852098248052588,9.485874600233403,9.522102984706455,2,2,2,2,4,1,2,2,1,1,1,3,2,2,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0
036830,14.1,24.26,17.09,17.78,79.25,8182.78,0.96,140270618000.0,9.89,-98.97,0.4,44.64,80.04,9071.64,0.01,192482625000.0,6.95,169.98,1.03,46.4,95.74,9528.21,0.02,69201594000.0,3.02,-15.54,0.47,26.15,93.2,9556.23,0.02,-2982492000.0,0,0,0,0,6.069006644847554,4.559437088728622,17.519887458236138,9.648559935450143,0,0,0,0,1.862392015426168e-05,2.2264931138103324e-05,2.0536535043536716e-32,7.355034583788182e-05,1,1,1,0,33.38806508698409,19.96349169576701,42.23725577909259,41.40840152854005,2,2,2,2,3,2,3,1,4,3,3,3,3,3,4,4,3,4,1,4,1,4,1,1,3,0,0,0,0,0,0,0
065510,1.07,8.17,6.32,11.71,59.69,1240.11,0.54,9082619000.0,7.2,11.93,8.44,14.54,57.82,1322.23,0.58,14536278000.0,-0.01,-25.41,2.89,6.92,48.64,1195.89,0.42,12592432000.0,-0.78,45.86,9.92,16.2,57.22,1381.85,0.61,18094092000.0,0,0,0,0,3.1491091687664245,2.759780192576894,1.871729629323453,2.7608373130343704,0,1,1,1,0.0002695404689873,0.000384222031913,0.0024558860483851,0.0002197880974758,2,2,1,2,25.796130265985905,26.130744462799477,24.18304009231311,26.686227498136866,2,2,2,2,2,3,1,2,3,4,3,4,2,2,2,2,2,4,2,4,2,3,3,4,2,0,0,0,0,0,0,0
065060,-9.96,0.39,0.52,0.95,61.75,136.33,0.54,11632601000.0,-7.95,-4.88,0.43,0.77,54.23,91.16,0.56,6469721000.0,-10.25,-18.63,-2.81,-5.56,48.06,52.22,0.51,-2646968000.0,-6.61,9.47,0.73,1.22,41.12,21.8,0.6,3330329000.0,0,0,0,0,2.0466633453277034,0.8909940249847439,0.3230602765320171,-0.05269462906062061,1,2,2,2,0.0034602661848969,0.0028704035075339,0.0039094437427579,0.0079199061789228,1,1,0,1,16.193801153874215,13.76585011963095,11.099902865069533,9.020885889541129,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,4,2,3,2,1,3,3,2,0,0,0,0,0,0,0
060560,-19.31,-19.69,1.9,14.49,43.21,88.45,0.13,2335488000.0,-4.9,-13.59,0.58,4.45,42.94,77.91,0.13,3206047000.0,1.44,-19.89,1.52,14.4,44.22,85.55,0.11,2279788000.0,7.83,47.22,2.34,15.74,59.17,76.67,0.15,2427667000.0,0,0,0,0,0.3568913975043106,-0.09086250494234954,0.012623917898991185,0.849532821985331,2,2,2,2,0.0094391160092876,0.0057461350461611,0.0059093707722815,0.0007831248796701,1,1,1,1,11.058811762186998,10.384587417885832,10.116035698433596,11.921792327190674,2,2,2,2,1,1,1,3,3,2,3,3,1,1,1,1,1,2,1,2,1,2,1,2,5,0,0,0,0,0,0,0
053610,12.28,2.99,20.98,25.85,86.04,3560.99,0.81,11352218000.0,15.97,16.6,21.88,26.41,91.76,3773.46,0.83,76823859000.0,-4.12,-58.48,6.37,19.49,94.46,3856.32,0.33,7955027000.0,24.18,115.77,18.15,28.22,89.99,4539.9,0.64,14328373000.0,0,0,0,0,6.67875539715728,9.264381970902896,14.07713940237044,9.75315773340955,0,0,0,0,8.60196559456838e-06,4.407375000109211e-07,1.118217046641732e-05,5.550141804391604e-07,1,2,1,1,33.035163475901385,33.91715674636843,31.938202182959497,33.676964540722096,2,2,2,2,3,3,1,3,4,4,3,4,4,4,4,4,3,4,3,4,1,3,3,4,2,0,0,0,0,0,0,0
053050,5.5,23.13,4.92,5.5,43.25,438.84,0.89,16879660000.0,3.78,2.11,3.58,4.1,43.41,456.91,0.87,11961797000.0,4.03,-11.41,3.19,4.29,43.6,477.24,0.74,13552308000.0,8.46,6.54,2.68,3.6,46.32,443.85,0.75,15746075000.0,0,0,0,0,1.596771767385218,1.504148594291429,1.3609896841828641,1.4978539274462896,2,2,2,2,0.0012209601796827,0.0014654781484234,0.0013270636730051,0.0010626477954327,2,1,1,2,22.9278147617878,23.07966337496912,22.82109154667033,23.05460468799733,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,3,4,3,4,3,3,3,4,6,0,0,0,0,0,0,0
