Stock,총자산증가율 (2018),매출액증가율 (2018),총자본영업이익율 (2018),매출액영업이익율 (2018),자기자본비율 (2018),유보액/납입자본비율 (2018),총자본회전율 (2018),영업활동으로인한현금흐름 (2018),총자산증가율 (2019),매출액증가율 (2019),총자본영업이익율 (2019),매출액영업이익율 (2019),자기자본비율 (2019),유보액/납입자본비율 (2019),총자본회전율 (2019),영업활동으로인한현금흐름 (2019),총자산증가율 (2020),매출액증가율 (2020),총자본영업이익율 (2020),매출액영업이익율 (2020),자기자본비율 (2020),유보액/납입자본비율 (2020),총자본회전율 (2020),영업활동으로인한현금흐름 (2020),총자산증가율 (2021),매출액증가율 (2021),총자본영업이익율 (2021),매출액영업이익율 (2021),자기자본비율 (2021),유보액/납입자본비율 (2021),총자본회전율 (2021),영업활동으로인한현금흐름 (2021),2018_관리종목여부,2019_관리종목여부,2020_관리종목여부,2021_관리종목여부,2018_Z,2019_Z,2020_Z,2021_Z,2018_부실기업판별_알Z,2019_부실기업판별_알Z,2020_부실기업판별_알Z,2021_부실기업판별_알Z,2018_부도확률_o,2019_부도확률_o,2020_부도확률_o,2021_부도확률_o,2018_F_score,2019_F_score,2020_F_score,2021_F_score,2018_K,2019_K,2020_K,2021_K,2018_부실여부판단_K,2019_부실여부판단_K,2020_부실여부판단_K,2021_부실여부판단_K,성장성2018,성장성2019,성장성2020,성장성2021,수익성2018,수익성2019,수익성2020,수익성2021,안정성2018,안정성2019,안정성2020,안정성2021,활동성2018,현금흐름2018,활동성2019,현금흐름2019,활동성2020,현금흐름2020,활동성2021,현금흐름2021,업종,자본잠식,벌금,불성실공시,소송,영업정지,특허,투자주의환기종목
067570,15.56,-2.14,0.14,0.13,40.11,911.96,1.14,33663987000.0,8.78,-4.29,1.4,1.44,37.85,914.35,0.97,14494587000.0,4.62,3.76,0.67,0.71,39.89,895.88,0.95,22147179000.0,16.16,16.43,3.38,3.39,39.85,947.13,1.0,41431193000.0,0,0,0,0,1.390141887796485,1.2201568057132952,1.2563674335722472,1.4441235978666207,2,2,2,2,0.0044146273952043,0.0013545041675641,0.0026574140408189,0.000988220700454,1,1,1,2,25.79003857270088,25.17695406259738,24.85366942235195,25.367272912974418,2,2,2,2,3,2,2,3,1,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,2,0,0,1,0,0,0,0
185490,78.46,576.1,-19.6,-406.13,43.2,324.65,0.05,-7482694000.0,-12.54,108.59,-18.14,-216.43,40.27,231.37,0.08,-8186551000.0,-6.21,-20.77,-27.52,-374.65,28.99,120.61,0.07,-8716223000.0,135.56,-3.61,-46.61,-1069.16,84.7,726.2,0.04,-30079419000.0,0,0,0,0,4.16447306763326,1.4029871130700515,0.10767745268196348,14.724423550230322,0,2,2,0,0.0014435746991924,0.0054911831363575,0.0192892998608315,0.0094177998949774,0,1,0,1,-2.116672437075593,-5.471189794579057,-12.21834792681993,-3.8528518179403335,0,0,0,0,4,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1,0
134580,2.44,-5.41,4.72,4.05,74.74,439.68,1.16,-6336357000.0,-23.56,-27.13,-13.12,-13.8,83.0,362.06,0.95,-30246000.0,-17.28,-38.43,-12.86,-17.4,82.62,285.01,0.74,692706000.0,126.16,11.47,-12.11,-21.69,50.2,345.61,0.56,-3728130000.0,0,0,0,0,5.259718256618089,5.619623036672219,4.7705428092471465,1.6765740769933095,0,0,0,2,8.45188149435091e-05,0.000905070569903,0.000795743605495,0.0016055919306587,1,0,1,0,24.707513157032707,23.210037198560844,20.470653269341337,17.781073178222663,2,2,2,2,2,1,1,3,2,1,1,1,2,2,2,1,4,1,3,2,3,2,2,1,2,0,0,0,0,0,0,0
182360,29.67,36.77,7.69,6.07,58.41,528.5,1.27,7235948000.0,11.15,-10.1,3.42,3.58,55.46,563.32,0.96,-581521000.0,80.84,8.49,4.32,6.16,65.89,997.02,0.7,8944247000.0,-10.5,13.36,-2.81,-4.31,68.69,412.82,0.65,71425000.0,0,0,0,0,5.019793941613801,5.365943281444476,4.753759942183825,7.691474918639357,0,0,0,0,0.0004570983765331,0.0006353096340407,0.0002293093564769,0.0010108810439758,1,1,1,0,15.693599828053555,15.736486272556348,17.296804428158506,19.89951985608757,2,2,2,2,4,2,3,2,3,2,3,1,2,2,2,2,4,3,3,1,3,3,3,2,1,0,0,0,1,0,0,0
171120,6.74,5.0,2.17,2.04,76.39,1333.48,1.07,5226114000.0,-0.65,13.14,8.65,7.39,82.07,1176.4,1.17,7026814000.0,3.52,-15.06,11.73,11.96,80.98,1194.22,0.98,22596169000.0,2.39,13.46,6.78,6.27,82.3,1242.13,1.08,2172655000.0,0,0,0,0,5.560207868508703,6.503478290469404,5.879561886344142,6.830563621427849,0,0,0,0,0.0001365009805904,1.7439990136468458e-05,5.34638199800257e-05,3.846162867218812e-05,1,2,1,1,30.15383433368276,31.324724104447384,31.00973900099385,31.604526019126933,2,2,2,2,2,2,1,2,2,3,4,3,3,3,3,3,4,3,4,3,4,4,4,2,2,0,0,1,0,0,1,0
245620,287.54,79.46,-21.76,-125.66,95.8,1311.23,0.17,-7062560000.0,29.1,-6.71,-17.59,-198.26,67.94,1192.01,0.09,-7922689000.0,126.52,790.28,-7.07,-16.46,42.27,1567.67,0.43,-8884455000.0,1.61,61.15,-9.76,-19.73,37.04,662.0,0.49,-3658618000.0,0,0,0,0,62.19344432220475,4.821187847241572,2.9496762330951243,1.5510282022711919,0,0,1,2,0.02350296501844,0.0017576137131683,0.0031568910741261,0.0090678582967734,0,0,1,0,8.992855325758367,6.365510364111245,14.362551637657118,12.906163004299588,2,2,2,2,4,3,4,2,1,1,1,1,3,3,2,1,1,1,1,1,2,1,2,1,3,0,0,0,0,0,1,0
016790,10.86,20.3,1.43,1.22,60.42,1747.85,1.17,-15829398000.0,3.54,12.73,6.41,5.19,61.06,1833.36,1.23,-5478088000.0,0.85,-9.05,-0.49,-0.45,60.05,1817.52,1.1,13208683000.0,-4.51,2.63,1.3,1.13,61.45,1773.94,1.15,5274810000.0,0,0,0,0,4.706226070691247,4.251188581715485,3.4978114410156858,3.949169824282496,0,0,0,0,0.0007259885335588,0.0001602986960004,0.0006357007475496,0.0007019624517508,1,1,1,1,27.74965647002344,28.123338307080974,27.64657296039069,27.85626266745576,2,2,2,2,3,2,2,1,2,3,2,2,3,3,3,2,4,1,4,1,4,3,4,3,2,0,0,0,0,0,0,0
258830,81.73,2.29,12.1,29.16,94.3,1215.55,0.41,2511116000.0,7.07,9.44,8.84,25.99,93.74,1307.94,0.34,4877453000.0,-6.97,-13.78,2.28,7.77,95.27,1271.22,0.29,2078178000.0,97.5,7.41,-0.99,-4.5,60.89,1299.74,0.22,1691459000.0,0,0,0,0,28.757499680535066,15.814026909069232,20.619843168051506,3.4460998135642593,0,0,0,0,5.870071730487232e-06,5.315193999065872e-06,0.0001125725004929,0.0005596599330085,1,1,1,0,24.44040942792096,24.40240724152454,23.97419780561424,19.0600820130864,2,2,2,2,4,2,1,3,4,4,2,1,3,3,3,2,1,2,1,3,1,2,1,2,2,0,0,1,0,0,0,0
122310,52.73,28.03,21.64,19.33,78.08,2035.46,1.12,7077004000.0,34.36,14.9,20.73,22.83,76.44,2358.51,0.91,10034084000.0,10.25,-2.27,14.24,19.34,78.01,847.68,0.74,8192707000.0,14.32,18.85,15.06,19.34,79.53,1005.11,0.78,14852611000.0,0,0,0,0,7.964927982548549,5.966625888435736,6.875268389906879,7.065746676150269,0,0,0,0,1.271762180239414e-05,1.4836197355658008e-05,2.7620671850185237e-05,1.370410234723521e-05,1,1,1,2,26.159201397957307,26.591620865880603,27.001439730797124,28.19190525363569,2,2,2,2,4,3,2,3,4,4,4,4,3,3,2,3,4,3,3,3,3,3,3,4,2,0,0,0,0,0,0,0
065370,38.28,2.3,13.44,10.36,57.23,398.5,1.3,1504786000.0,21.03,19.16,17.79,14.77,61.74,550.94,1.2,4806951000.0,132.18,26.08,12.37,14.81,59.59,1147.74,0.84,3508599000.0,14.07,37.01,13.05,17.06,54.21,856.58,0.76,7329887000.0,0,0,0,0,4.340962953593068,5.401425482933763,4.691239640969851,4.263489624406141,0,0,0,0,0.0005032789310648,0.0002058140042661,0.0002632559446468,0.0006498792322475,1,1,1,1,24.96417264732016,26.044850967392197,22.9474148330792,23.27198291395442,2,2,2,2,4,3,4,3,3,4,4,4,2,2,2,2,4,2,4,3,3,2,3,3,1,0,0,0,0,0,0,0
263700,252.1,22.83,5.48,9.34,50.79,1823.48,0.59,4162928000.0,1.72,27.33,4.4,9.25,54.04,1929.46,0.48,6500413000.0,4.43,4.85,6.65,13.75,80.93,1051.98,0.48,13607275000.0,50.33,-7.02,2.72,7.74,56.21,1103.92,0.35,2481640000.0,0,0,0,0,3.3383721239911086,1.9653585879977975,4.523707459929352,2.0438076781607766,0,1,0,1,0.0006796003893826,0.0007942673479023,5.201294107663984e-05,0.0005520861931724,1,1,2,1,20.210570272014024,20.01864077058784,20.64457201536906,19.4544768058197,2,2,2,2,4,3,2,2,3,3,3,2,3,3,3,2,2,3,2,3,2,3,1,2,3,0,0,1,0,0,0,0
253590,-6.99,6.71,11.05,13.22,51.81,841.11,0.84,9873424000.0,21.75,-41.82,-6.02,-13.23,60.58,927.0,0.46,-4325170000.0,-2.02,86.73,13.39,17.12,67.71,1053.73,0.78,11391997000.0,36.77,-26.89,3.89,7.96,55.7,1185.18,0.49,-5875926000.0,0,0,0,0,2.4849007865766106,2.5601322357490712,5.168629665352835,3.8510056517483906,1,1,0,0,0.0005385321999809,0.0009057353904781,7.546503630185227e-05,0.0003350659211929,1,0,2,1,25.521811165449552,22.472502494928246,25.410756917623303,23.14288886356209,2,2,2,2,1,2,3,2,4,1,4,3,2,2,2,2,3,4,2,1,3,3,2,1,2,0,0,0,0,0,0,0
006620,37.95,3.67,6.31,5.42,69.14,1402.8,1.17,-791204000.0,27.28,19.46,5.45,5.16,64.53,1726.67,1.06,10139184000.0,8.76,11.16,5.49,5.47,65.57,1914.11,1.0,7488840000.0,6.61,11.43,6.0,5.77,65.06,632.03,1.04,18473850000.0,0,0,0,0,7.219073722205209,4.156514404106756,4.378369508895274,4.602166303970715,0,0,0,0,0.0002233450413476,8.340276821117939e-05,0.0001862323053823,0.0002003664289426,1,1,1,2,24.630876824198523,25.577799768776597,26.06762710820028,26.67277202869975,2,2,2,2,4,3,3,2,3,3,3,3,3,3,3,2,4,2,4,3,4,3,4,4,2,0,0,0,0,0,0,0
260660,91.47,33.6,8.75,7.73,55.66,1202.98,1.13,-1638848000.0,7.4,21.46,10.93,10.83,60.03,1403.18,1.01,13133029000.0,-7.13,7.79,9.26,8.49,70.33,1531.16,1.09,4545964000.0,9.77,12.3,4.14,3.42,67.01,998.86,1.21,8966857000.0,0,0,0,0,3.8300237631766896,3.4294821641133244,4.564457212308249,4.00114265840268,0,0,0,0,0.0007499385731945,0.0001461910835817,0.0001222398233407,0.0002283538410272,1,1,2,1,22.923056250903684,23.824831253828247,25.197138674736877,25.69927508581745,2,2,2,2,4,3,2,2,3,3,3,2,2,2,3,2,4,1,4,4,4,2,4,3,2,0,0,0,0,0,0,0
267790,131.99,41.98,23.85,14.25,93.04,903.36,1.67,2389680000.0,38.44,18.64,19.28,16.18,79.02,1071.08,1.19,9024311000.0,-15.18,-56.43,-11.74,-24.28,81.61,917.15,0.48,-7095269000.0,4.69,-20.81,-11.87,-29.1,70.67,822.21,0.41,3548922000.0,0,0,0,0,28.554637363965902,7.950868989619001,6.26154623212124,3.9257978837956795,0,0,0,0,1.0797251743945698e-06,1.987508454365822e-05,0.0008565125614045,0.0005660145485731,1,1,0,1,27.166570784303804,26.36794383087741,22.610351291669694,19.782002031544835,2,2,2,2,4,3,1,1,4,4,1,1,3,3,3,2,4,2,4,3,2,1,2,3,2,0,0,0,0,0,0,0
255220,72.33,22.3,9.35,12.02,25.91,4366.5,0.78,-20541385000.0,10.18,-5.94,5.2,9.46,28.17,1690.25,0.55,-8702656000.0,3.7,-43.88,1.37,4.73,29.56,1836.0,0.29,15339048000.0,-1.77,-25.33,-0.34,-1.6,29.01,1585.06,0.21,-9957740000.0,0,0,0,0,1.810318700488295,1.2574514239481243,0.9273117732240855,0.8474719702204473,1,2,2,2,0.00344639896109,0.0037184844529838,0.0056559543884798,0.0054303121567686,1,1,1,1,22.67475075460024,22.06713895142884,20.422940189420363,18.77425079615337,2,2,2,2,4,2,1,1,4,3,2,1,2,2,2,2,3,1,2,1,1,4,1,1,2,0,0,0,0,0,0,0
264660,90.27,17.38,24.52,13.68,87.54,2589.04,1.79,3311219000.0,26.02,45.98,19.85,11.24,82.86,1503.75,1.77,26157095000.0,4.17,-7.5,14.37,10.01,85.91,1685.69,1.44,4932589000.0,64.48,-14.92,6.54,7.23,55.42,1791.64,0.9,-20369874000.0,0,0,0,0,8.520254182832916,6.5209517284654375,7.255774592277163,3.2723376678907945,0,0,0,0,3.042381223274558e-06,8.636604899739795e-06,1.224067577576619e-05,0.0003914284440666,1,1,1,0,28.644281044600586,29.449923184151828,30.14032727771665,25.8579406643982,2,2,2,2,4,4,2,2,4,3,3,3,4,3,3,2,4,3,4,4,4,3,3,1,2,0,0,0,0,0,1,0
241770,8.98,-5.23,22.98,33.58,90.21,2724.26,0.68,24717091000.0,1.74,-27.9,6.33,13.49,90.67,2755.07,0.47,18857298000.0,-2.37,-1.39,3.97,8.56,91.04,2736.98,0.46,15610747000.0,6.81,14.37,5.14,9.89,91.11,2899.19,0.52,15387666000.0,0,0,0,0,14.021117990931362,8.095407755943278,7.080134930992366,7.014642675359469,0,0,0,0,9.632049534278889e-07,1.4303238678657098e-05,3.6874698922478296e-05,3.941573449128496e-06,1,1,1,2,26.670155180027805,25.60129580447743,25.465573522877243,26.304562970702992,2,2,2,2,3,1,2,2,4,3,3,3,4,4,4,4,2,4,2,4,2,4,2,4,2,0,0,0,0,0,0,1
234300,12.72,-63.85,-4.55,-10.98,45.98,747.21,0.41,-13977144000.0,22.66,83.5,2.26,3.5,36.16,718.18,0.64,2756581000.0,-10.28,11.12,1.48,2.16,36.88,348.82,0.68,2903093000.0,14.51,43.03,3.68,3.81,28.97,227.1,0.97,-3178707000.0,0,0,0,0,2.3575407685456327,1.6375425998119852,1.1865157059889277,1.986158984938959,1,2,2,1,0.0041766353372576,0.0020532444007955,0.0152638590564708,0.006053211940609,0,1,1,1,20.000406705586236,20.84703389768171,18.11241283580033,17.682033467829996,2,2,2,2,3,4,2,3,1,2,2,2,1,1,1,1,1,1,2,2,3,2,4,1,1,0,0,0,0,0,0,0
281740,15.33,-5.87,5.73,9.95,39.97,299.97,0.58,2197728000.0,15.13,-1.38,3.53,7.16,36.95,325.67,0.49,-246266000.0,18.99,33.85,5.49,9.76,44.88,513.3,0.56,4607705000.0,50.78,75.35,18.51,25.57,42.88,783.61,0.72,19398812000.0,0,0,0,0,0.9079750809052372,0.7390207622635532,2.162311113941811,3.7817633825083,2,2,1,0,0.0030070552473151,0.0027708582193451,0.0013604555286641,0.0004156371433656,1,0,2,2,17.985756267867618,17.934487601361617,18.914804289234123,21.94946709392906,2,2,2,2,3,2,4,4,3,3,3,4,1,1,1,1,2,2,2,1,2,2,3,4,2,0,0,0,0,0,0,0
260930,3.62,-2.89,4.35,7.48,89.29,3443.07,0.58,-13540038000.0,2.07,-0.72,4.86,8.65,91.82,3655.72,0.56,35499827000.0,2.78,-17.04,4.11,9.03,88.52,3721.8,0.45,602935000.0,-0.98,-9.58,0.47,1.16,92.24,1956.66,0.41,24039287000.0,0,0,0,0,10.6340987273002,9.141546552057582,4.998579022815052,8.053321003478905,0,0,0,0,1.7203221861719495e-05,6.30221625395491e-06,4.044474003056228e-05,2.635780335017974e-05,1,1,1,1,24.336374312229584,25.01297230988839,24.4458377634146,24.44029307241293,2,2,2,2,2,2,1,1,3,3,3,2,4,4,4,4,2,1,2,4,2,2,2,4,2,0,0,1,0,1,0,0
187870,-6.53,-19.19,21.18,17.54,81.54,1779.83,1.21,6880669000.0,44.86,-53.6,4.84,10.22,58.83,1890.1,0.47,21177567000.0,45.87,191.88,32.93,34.65,62.73,2732.14,0.95,35913666000.0,18.17,-0.88,20.85,28.64,69.42,3596.62,0.73,22308636000.0,0,0,0,0,6.184967641861343,2.7174517382201437,4.769722880339441,5.62837517538707,0,1,0,0,5.499182555636563e-06,0.00042308882551,3.800159023441752e-05,3.2333633064193525e-05,1,1,2,1,29.010478400385253,24.360291474525773,27.988554823439184,28.59381062091873,2,2,2,2,1,2,4,2,4,3,4,4,3,3,3,3,4,3,2,4,4,4,3,4,2,0,0,0,0,0,0,0
171010,-0.03,30.6,3.48,5.84,43.78,296.52,0.6,1869568000.0,35.57,33.31,6.66,9.89,55.38,487.05,0.67,3661909000.0,-4.64,-1.77,2.59,4.4,62.09,525.97,0.59,4050205000.0,2.77,8.96,3.17,4.89,61.88,525.42,0.65,1056655000.0,0,0,0,0,1.5987829335150394,2.50142074253908,2.8278491460914403,2.7729985645760946,2,1,1,1,0.0026872595808726,0.0004813434463194,0.0005477715621325,0.000761152575769,2,2,1,2,19.51896227446329,20.47723793063169,20.77704820192441,21.248626643966865,2,2,2,2,2,4,1,2,3,3,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,0,0,0,0,0,0,0
161570,-30.05,-30.47,0.23,0.54,96.2,437.42,0.43,387706000.0,-3.97,25.55,0.19,0.28,95.77,414.43,0.67,-17274000.0,-38.16,7.01,-7.08,-7.85,92.45,212.94,0.9,778937000.0,14.45,-62.48,-5.53,-13.39,83.39,185.5,0.41,-333016000.0,0,0,0,0,27.280643119376343,17.136524003633284,10.699229935940835,3.1180157693211994,0,0,0,0,0.9999606091105756,0.0002893918949376,0.9995532960172662,0.0006734061638606,1,1,0,0,16.096138021878588,16.693327427931845,6.671924667663952,4.448861437306291,2,2,2,2,1,2,2,2,2,2,1,1,3,3,2,2,2,2,3,2,3,2,2,2,2,0,0,1,0,1,0,0
076610,-20.21,-66.12,-0.52,-0.89,41.14,589.93,0.58,42211952000.0,-7.27,-2.31,1.49,2.24,51.94,333.78,0.66,-8653160000.0,-31.33,-31.72,0.29,0.52,48.31,169.66,0.56,2111867000.0,2.51,-72.94,-28.29,-154.13,64.76,3.24,0.18,-20916975000.0,0,0,0,0,1.3888673475776674,1.6326409995456221,0.6387272569410131,-0.32883707443191146,2,2,2,2,0.0026698872380028,0.0017582225218201,0.0186222193149558,0.0318372071430847,1,1,1,0,20.48587944882232,19.330454044837893,14.31050532596472,2.653135339086825,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,4,3,1,2,2,1,1,2,0,0,1,1,1,0,0
168330,-23.19,-3.75,-14.42,-108.96,58.69,288.56,0.13,-5418819000.0,-20.54,-25.61,-16.11,-127.59,40.83,140.27,0.13,-4205698000.0,6.53,100.65,2.6,9.38,30.55,103.06,0.28,-1296462000.0,-3.94,4.1,-7.09,-24.85,90.74,214.06,0.29,-1699256000.0,0,1,1,0,9.421521278923521,2.2113612593670555,0.25669692028334,13.254218782789037,0,1,2,0,0.0089948255509393,0.0140750398722716,0.0085562314680553,0.0004719227128883,1,0,1,1,10.676595084433734,4.483610273244752,6.607235624734948,6.103347817279168,2,2,2,2,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,0,0,1,0,0,0
094360,9.83,56.22,6.7,14.52,89.79,647.89,0.46,2909649000.0,12.53,14.14,10.51,22.19,89.59,739.74,0.47,2938568000.0,10.81,-4.63,6.23,15.4,82.12,562.1,0.4,4712947000.0,15.42,29.73,12.09,26.07,82.76,670.08,0.46,9849650000.0,0,0,0,0,12.666878576565221,13.136154749562762,9.358694417431083,13.804731498065719,0,0,0,0,5.581361420382082e-06,3.944650543902872e-06,6.026921958312464e-05,1.084790087631953e-05,2,1,1,2,22.07950696970333,23.17664896803069,22.285898640287,23.851401220926057,2,2,2,2,3,3,2,3,3,4,3,4,3,3,3,3,2,3,2,2,2,3,2,3,2,0,0,0,0,0,0,0
131970,16.0,38.31,18.04,28.73,72.97,2321.12,0.63,32442348000.0,207.0,48.36,10.65,24.98,47.66,3995.85,0.43,43554968000.0,33.11,36.86,7.65,23.06,49.07,2529.5,0.33,69783721000.0,16.96,56.65,10.93,26.04,49.19,2981.25,0.42,134137562000.0,0,0,0,0,5.154204355419053,2.314917961219583,2.0389450901255963,2.6329337060185902,0,1,1,1,2.1778095143576645e-05,0.0003119731304224,0.0004047818591957,0.0002956237008611,2,1,1,2,28.10732713512524,23.200399988011544,23.083580765024784,24.676728553081333,2,2,2,2,3,4,4,3,4,4,4,4,3,2,2,2,2,4,2,4,1,4,2,4,3,0,0,0,0,0,0,0
150900,5.56,-11.6,2.13,3.7,50.37,418.72,0.58,-279393000.0,3.75,5.22,-4.15,-7.17,38.04,310.91,0.58,7128098000.0,-11.86,8.2,1.35,2.07,41.89,244.42,0.65,8102869000.0,4.85,25.26,16.88,19.79,59.07,375.49,0.85,13185241000.0,0,0,0,0,1.9730649672865372,0.9881912974538332,1.6693330077037294,4.745371044570829,1,2,2,0,0.0011929859788667,0.0083479789528948,0.0040093659467316,0.0001210177454622,1,1,1,2,16.527796168708782,14.807536592219806,12.646565676504633,16.08887400514937,2,2,2,2,2,2,2,2,2,1,2,4,2,1,1,1,2,2,2,3,3,3,3,4,1,0,0,0,0,0,1,0
053580,2.9,-0.68,15.69,7.58,63.6,756.57,2.07,7451852000.0,68.81,-20.06,18.41,15.15,85.7,1596.47,1.21,7140981000.0,56.82,19.0,17.58,19.62,67.64,2064.67,0.9,33732888000.0,37.16,12.45,15.87,22.8,72.91,1453.26,0.7,24108447000.0,0,0,0,0,9.298550647582006,23.45713645693713,9.55550831533042,9.20871267328059,0,0,0,0,0.0002242352566021,5.761595866963875e-06,5.565822958457999e-05,7.129339194550198e-05,2,1,1,1,28.333088802648582,26.745669433297834,26.3708792070913,25.918362880431133,2,2,2,2,2,2,4,3,3,4,4,4,2,3,3,3,4,3,4,3,3,4,3,4,1,0,0,0,0,0,1,0
047920,-14.18,32.03,-15.74,-28.36,48.49,139.58,0.55,-1777387000.0,35.66,72.83,2.91,3.3,37.42,150.78,0.88,2841039000.0,140.16,14.28,1.33,2.58,40.05,325.2,0.51,-402629000.0,14.55,54.92,0.41,0.77,61.41,500.73,0.53,-1321335000.0,0,0,0,0,2.7370090032398515,2.4719530584322187,1.3303314305193723,4.36059383308769,1,1,2,0,0.005729064568617,0.0022626528225795,0.0833594951154805,0.0007118430905874,1,1,1,1,12.911109480858384,18.683991723193444,8.268607827607669,8.62747907708694,2,2,2,2,1,4,3,3,1,2,2,2,1,1,1,2,2,1,3,2,2,1,2,2,3,0,0,1,1,0,1,0
042000,107.74,16.63,13.37,10.01,78.0,2149.71,1.34,7811585000.0,9.26,9.95,3.58,3.44,75.03,2264.35,1.04,12110047000.0,15.12,16.54,5.48,5.08,69.29,2443.99,1.08,23486001000.0,96.78,13.24,-3.77,-4.91,72.4,2092.86,0.77,7123356000.0,0,0,0,0,25.00015156153252,13.467399636031836,7.194273845697607,4.676314991656892,0,0,0,0,0.0011561825966491,5.818751080440108e-05,0.0001072880307799,0.0002987894591623,1,1,1,1,18.160047828979625,22.50222015833711,23.309014444589053,22.220008577282897,2,2,2,2,4,3,3,3,3,2,3,1,3,3,3,3,4,3,4,4,4,4,3,3,1,0,0,0,0,0,0,0
218150,5.09,-15.49,6.36,7.91,94.16,1460.84,0.8,1037539000.0,13.18,34.45,4.21,4.25,86.88,1528.14,0.99,2424356000.0,-0.62,0.99,4.05,4.29,90.28,1594.13,0.94,2547547000.0,53.05,23.66,4.28,4.62,63.66,1721.48,0.93,1131495000.0,0,0,0,0,24.6409619955765,10.822311577074192,12.788061596171362,5.10962621832698,0,0,0,0,4.205349937317325e-06,5.079277949234428e-05,3.827886447868594e-05,0.0002246619328314,1,1,2,1,26.718465700564785,26.92822438513302,27.30994042867335,24.948097618305475,2,2,2,2,2,3,2,3,3,2,2,2,3,3,3,2,3,2,4,2,4,2,4,2,2,0,0,0,0,0,0,0
187420,1.57,23.39,-1.19,-10.33,94.85,465.79,0.11,914978000.0,13.45,87.1,-3.14,-15.74,81.02,440.78,0.2,564771000.0,27.65,20.63,-1.9,-9.57,56.82,377.77,0.2,110569000.0,1.81,-39.33,0.22,2.09,64.52,449.9,0.11,-494725000.0,0,0,0,0,35.499881349918745,6.477480146187366,2.6018770553935333,3.58279568795333,0,0,1,0,0.0001740238357566,0.0001967319337995,0.0023176271632773,0.0002434788495166,1,1,1,1,13.356824603172646,14.780797372801604,13.745598510286031,13.270940605444668,2,2,2,2,2,3,4,1,1,1,1,2,3,2,1,2,1,2,1,2,1,2,1,2,2,0,0,0,0,0,1,0
215380,42.65,-17.88,-8.29,-13.29,45.9,798.34,0.62,-483801000.0,28.67,35.91,1.25,1.99,46.26,440.2,0.63,208723000.0,21.14,15.65,-8.32,-14.2,40.15,396.78,0.59,-8574638000.0,43.43,-16.35,-4.15,-11.29,31.42,419.96,0.37,1727824000.0,0,0,0,0,2.513956062064235,1.8699384169533455,1.4917931742501254,0.5866490857297371,1,1,2,2,0.0017454913862624,0.0012785726397391,0.0088530537254473,0.003688772515702,1,1,0,0,16.153229202096973,17.016115207640883,14.782151445226631,14.46074221980647,2,2,2,2,4,4,3,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,3,0,0,0,0,0,1,0
215480,-10.79,-20.19,-8.15,-9.91,62.16,361.04,0.82,-3858628000.0,14.97,16.39,3.74,3.96,70.7,460.51,0.94,1915084000.0,-14.18,-10.74,-9.98,-11.77,80.75,418.22,0.85,4533602000.0,13.1,10.41,8.11,8.53,91.14,513.45,0.95,4653563000.0,0,0,0,0,4.256662885685272,5.558883623462739,6.558227410688525,17.641647262104268,0,0,0,0,0.0020075492015756,7.346975969400666e-05,0.0006518039895316,2.1048351171131487e-06,0,2,1,2,18.548611427579957,19.28282646231629,17.129511758785394,19.455496493118726,2,2,2,2,1,3,1,2,1,2,1,3,1,2,2,3,3,1,3,2,3,2,4,3,5,0,0,0,0,0,0,0
